"facility_name","addresses","zip_code","lon","lat","geoAddress"
"ONEIDA HEALTHCARE CENTER","321 GENESEE STREET, ONEIDA, NY","13421",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LENOX HILL HOSPITAL","100 EAST 77TH STREET, NEW YORK, NY","10021",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE, ROCHESTER, NY","14621",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GARNET HEALTH MEDICAL CENTER","707 EAST MAIN STREET, MIDDLETOWN, NY","10940",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH, BRONX, NY","10461",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ELMHURST HOSPITAL CENTER","79-01 BROADWAY, ELMHURST, NY","11373",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BON SECOURS COMMUNITY HOSPITAL","160 EAST MAIN STREET, PORT JERVIS, NY","12771",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BASSETT HEALTHCARE","ONE ATWELL ROAD, COOPERSTOWN, NY","13326",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST JOSEPH'S HOSPITAL HEALTH CENTER","301 PROSPECT AVENUE, SYRACUSE, NY","13203",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LONG ISLAND COMMUNITY HOSPITAL","101 HOSPITAL ROAD, PATCHOGUE, NY","11772",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"IRA DAVENPORT MEMORIAL HOSPITAL","7571 STATE ROUTE 54, BATH, NY","14810",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST JAMES MERCY HOSPITAL","7329 SENECA ROAD NORTH, HORNELL, NY","14843",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ELLIS HOSPITAL","1101 NOTT STREET, SCHENECTADY, NY","12308",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SAMARITAN MEDICAL CENTER","830 WASHINGTON STREET, WATERTOWN, NY","13601",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GOOD SAMARITAN HOSPITAL OF SUFFERN","255 LAFAYETTE AVENUE, SUFFERN, NY","10901",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE, STATEN ISLAND, NY","10305",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NORTHERN WESTCHESTER HOSPITAL","400 EAST MAIN STREET, MOUNT KISCO, NY","10549",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"EASTERN NIAGARA HOSPITAL","521 EAST AVENUE, LOCKPORT, NY","14094",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HIGHLAND HOSPITAL","1000 SOUTH AVENUE, ROCHESTER, NY","14620",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WESTFIELD MEMORIAL HOSPITAL, INC","189 EAST MAIN STREET, WESTFIELD, NY","14787",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MOUNT SINAI BETH ISRAEL","FIRST AVENUE AT 16TH STREET, NEW YORK, NY","10003",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GUTHRIE CORTLAND REGIONAL MEDICAL CENTER","134 HOMER AVENUE, CORTLAND, NY","13045",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SAMARITAN HOSPITAL OF TROY, NEW YORK","2215 BURDETT AVENUE, TROY, NY","12180",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NORTHWELL HOSPITAL GLEN COVE","101 ST ANDREWS LANE, GLEN COVE, NY","11542",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST FRANCIS HOSPITAL - THE HEART CENTER","100 PORT WASHINGTON BOULEVARD, ROSLYN, NY","11576",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MONTEFIORE NEW ROCHELLE HOSPITAL","16 GUION PLACE, NEW ROCHELLE, NY","10802",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","75 NORTH COUNTRY ROAD, PORT JEFFERSON, NY","11777",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER","5300 MILITARY ROAD, LEWISTON, NY","14092",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GLENS FALLS HOSPITAL","100 PARK STREET, GLENS FALLS, NY","12801",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"FLUSHING HOSPITAL MEDICAL CENTER","45TH AVENUE AND PARSONS BOULEVARD, FLUSHING, NY","11355",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MAIMONIDES MEDICAL CENTER","4802 TENTH AVENUE, BROOKLYN, NY","11219",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LONG ISLAND JEWISH MEDICAL CENTER","270 - 05 76TH AVENUE, NEW HYDE PARK, NY","11040",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NYC HEALTH + HOSPITALS/CONEY ISLAND","2601 OCEAN PARKWAY, BROOKLYN, NY","11235",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CANTON-POTSDAM HOSPITAL","50 LEROY STREET, POTSDAM, NY","13676",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MOUNT SINAI SOUTH NASSAU","ONE HEALTHY WAY, OCEANSIDE, NY","11572",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"METROPOLITAN HOSPITAL CENTER","1901 FIRST AVENUE, NEW YORK, NY","10029",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"KINGSBROOK JEWISH MEDICAL CENTER","585 SCHENECTADY AVENUE, BROOKLYN, NY","11203",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"KINGS COUNTY HOSPITAL CENTER","451 CLARKSON AVENUE, BROOKLYN, NY","11203",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CROUSE HOSPITAL","736 IRVING AVENUE, SYRACUSE, NY","13210",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE, NEW YORK, NY","10016",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST ANTHONY COMMUNITY HOSPITAL","15 MAPLE AVENUE -19, WARWICK, NY","10990",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST JOHN'S RIVERSIDE HOSPITAL","976 NORTH BROADWAY, YONKERS, NY","10701",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CLAXTON-HEPBURN MEDICAL CENTER","214 KING STREET, OGDENSBURG, NY","13669",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NEW YORK UNIVERSITY LANGONE MEDICAL CENTER","550 FIRST AVENUE, NEW YORK, NY","10016",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET, ROME, NY","13440",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OSWEGO HOSPITAL","110 WEST SIXTH STREET, OSWEGO, NY","13126",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ERIE COUNTY MEDICAL CENTER","462 GRIDER STREET, BUFFALO, NY","14215",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET, BROOKLYN, NY","11237",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SARATOGA HOSPITAL","211 CHURCH STREET, SARATOGA SPRINGS, NY","12866",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MASSENA HOSPITAL INC","1 HOSPITAL DRIVE, MASSENA, NY","13662",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","105 MARY'S AVENUE, KINGSTON, NY","12401",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UNITY HOSPITAL","1555 LONG POND ROAD, ROCHESTER, NY","14626",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BROOKS-TLC HOSPITAL SYSTEM, INC","529 CENTRAL AVENUE, DUNKIRK, NY","14048",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"QUEENS HOSPITAL CENTER","82-68 164TH STREET, JAMAICA, NY","11432",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BROOKDALE HOSPITAL MEDICAL CENTER","1 BROOKDALE PLAZA, BROOKLYN, NY","11212",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WESTCHESTER MEDICAL CENTER","100 WOODS RD, VALHALLA, NY","10595",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"AUBURN  COMMUNITY  HOSPITAL","17 LANSING STREET, AUBURN, NY","13021",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL","506 SIXTH STREET, BROOKLYN, NY","11215",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NICHOLAS H NOYES MEMORIAL HOSPITAL","111  CLARA BARTON STREET, DANSVILLE, NY","14437",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UPMC CHAUTAUQUA AT WCA","207 FOOTE AVENUE, JAMESTOWN, NY","14701",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HARLEM HOSPITAL CENTER","506 LENOX AVENUE, NEW YORK, NY","10037",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET, SYRACUSE, NY","13210",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET, UTICA, NY","13501",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST CHARLES HOSPITAL","200 BELLE TERRE ROAD, PORT JEFFERSON, NY","11777",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET, PLATTSBURGH, NY","12901",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE, ROCKVILLE CENTRE, NY","11570",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"Keller ACH (West Point)","900 Washington Rd, West Point, NY","10996",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PHELPS MEMORIAL HOSPITAL CENTER","701 N BROADWAY, SLEEPY HOLLOW, NY","10591",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET, NEWBURGH, NY","12550",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD, CLIFTON SPRINGS, NY","14432",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HUDSON VALLEY HOSPITAL CENTER","1980 CROMPOND ROAD, CORTLANDT MANOR, NY","10567",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HOSPITAL FOR SPECIAL SURGERY","535 EAST 70TH STREET, NEW YORK, NY","10021",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE, CARMEL, NY","10512",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET, GLOVERSVILLE, NY","12078",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CORNING HOSPITAL","1 GUTHRIE DRIVE, CORNING, NY","14830",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MERCY HOSPITAL OF BUFFALO","565 ABBOTT ROAD, BUFFALO, NY","14220",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"STRONG MEMORIAL HOSPITAL","601 ELMWOOD AVE, ROCHESTER, NY","14642",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY, WEST ISLIP, NY","11795",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WHITE PLAINS HOSPITAL CENTER","41 EAST POST R0AD, WHITE PLAINS, NY","10601",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CAYUGA MEDICAL CENTER AT ITHACA","101 DATES DRIVE, ITHACA, NY","14850",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PLAINVIEW HOSPITAL","888 OLD COUNTRY ROAD, PLAINVIEW, NY","11803",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CHSLI ST JOSEPH HOSPITAL","4295 HEMPSTEAD TURNPIKE, BETHPAGE, NY","11714",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN","445 LENOX ROAD, BROOKLYN, NY","11203",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NORTH CENTRAL BRONX HOSPITAL","3424 KOSSUTH AVENUE & 210TH STREET, BRONX, NY","10467",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GARNET HEALTH  MEDICAL CENTER CATSKILLS","68 HARRIS BUSHVILLE ROAD, P O BOX 800, HARRIS, NY","12742",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SUNY/STONY BROOK UNIVERSITY HOSPITAL","HEALTH SCIENCES CENTER SUNY, STONY BROOK, NY","11794",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UNITED HEALTH SERVICES HOSPITALS, INC","10-42 MITCHELL AVENUE, BINGHAMTON, NY","13903",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 BEACH 19TH STREET, FAR ROCKAWAY, NY","11691",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WOODHULL MEDICAL & MENTAL HEALTH CENTER","760 BROADWAY, BROOKLYN, NY","11206",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"INTERFAITH MEDICAL CENTER","1545 ATLANTIC AVENUE, BROOKLYN, NY","11213",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST BARNABAS HOSPITAL","4422 THIRD AVENUE, BRONX, NY","10457",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST CATHERINE OF SIENA HOSPITAL","50 ROUTE 25A, SMITHTOWN, NY","11787",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MONROE COMMUNITY HOSPITAL","435 EAST HENRIETTA ROAD, ROCHESTER, NY","14620",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HELEN HAYES HOSPITAL","51 NORTH ROUTE 9W, WEST HAVERSTRAW, NY","10993",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SUNNYVIEW HOSPITAL AND REHABILITATION CENTER","1270 BELMONT AVENUE, SCHENECTADY, NY","12308",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"THE BURDETT CARE CENTER","2215 BURDETT AVE, TROY, NY","12180",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CUBA MEMORIAL HOSPITAL, INC","140 WEST MAIN STREET, CUBA, NY","14727",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ELIZABETHTOWN COMMUNITY HOSPITAL","75 PARK STREET, ELIZABETHTOWN, NY","12932",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GROVER HERMANN DIVISION","8081 STATE ROUTE 97, CALLICOON, NY","12723",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MARGARETVILLE MEMORIAL HOSPITAL","42084 STATE HIGHWAY 28, MARGARETVILLE, NY","12455",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"O'CONNOR HOSPITAL","460 ANDES ROAD, DELHI, NY","13753",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CLIFTON FINE HOSPITAL","1014 OSWEGATCHIE TRAIL, STAR LAKE, NY","13690",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RIVER HOSPITAL CLINICS","4 FULLER STREET, ALEXANDRIA BAY, NY","13607",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ELLENVILLE REGIONAL HOSPITAL","10 HEALTHY WAY, ELLENVILLE, NY","12428",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LITTLE FALLS HOSPITAL","140 BURWELL STREET, LITTLE FALLS, NY","13365",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"DELAWARE VALLEY HOSPITAL, INC","1 TITUS PLACE, WALTON, NY","13856",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SCHUYLER HOSPITAL","220 STEUBEN STREET, MONTOUR FALLS, NY","14865",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES","418 NORTH MAIN STREET, PENN YAN, NY","14527",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GOUVERNEUR HOSPITAL","77 WEST BARNEY STREET, GOUVERNEUR, NY","13642",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COMMUNITY MEMORIAL HOSPITAL, INC","150 BROAD STREET, HAMILTON, NY","13346",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LEWIS COUNTY GENERAL HOSPITAL","7785 NORTH STATE STREET, LOWVILLE, NY","13367",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CARTHAGE AREA HOSPITAL, INC","1001 WEST STREET, CARTHAGE, NY","13619",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MEDINA MEMORIAL HOSPITAL","200 OHIO STREET, MEDINA, NY","14103",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COBLESKILL REGIONAL HOSPITAL","178 GRANDVIEW DRIVE, COBLESKILL, NY","12043",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BLYTHEDALE CHILDREN'S HOSPITAL","95 BRADHURST AVENUE, VALHALLA, NY","10595",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HUTCHINGS PSYCHIATRIC CTR","620 MADISON STREET, SYRACUSE, NY","13210",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"FOUR WINDS","800 CROSS RIVER RD, KATONAH, NY","10536",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST LAWRENCE PSYCH CENTER","ONE CHIMNEY POINT DRIVE, OGDENSBURG, NY","13669",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CREEDMOOR PSYCHIATRIC CENTER","80-45 WINCHESTER BLVD BLDG B, QUEENS VILLAGE, NY","11427",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NEW YORK STATE PSYCHIATRIC INSTITUTE","722 W 168TH ST, NEW YORK, NY","10032",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GREATER BINGHAMTON HEALTH CENTER","425 ROBINSON ST, BINGHAMTON, NY","13901",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PILGRIM PSYCHIATRIC CENTER","998 CROOKED HILL ROAD, WEST BRENTWOOD, NY","11717",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ROCKLAND PSYCH CTR","140 OLD ORANGEBURG RD, ORANGEBURG, NY","10962",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ROCHESTER PSYCHIATRIC CENTER","1600 SOUTH AVE, ROCHESTER, NY","14620",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MOHAWK VALLEY PSYCHIATRIC CENTER","1400 NOYES ST, UTICA, NY","13502",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BRYLIN HOSP","1263 DELAWARE AVE, BUFFALO, NY","14209",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BRUNSWICK HOSPITAL CENTER, INC.","366 BROADWAY, AMITYVILLE, NY","11701",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SOUTH OAKS HOSP","400 SUNRISE HIGHWAY, AMITYVILLE, NY","11701",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SOUTH BEACH PSYCHIATRIC CENTER","777 SEAVIEW AVE, STATEN ISLAND, NY","10305",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ELMIRA PSYCH CENTER","WASHINGTON ST, ELMIRA, NY","14901",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CAPITAL DISTRICT PSYCH CENTER","75 NEW SCOTLAND AVE, ALBANY, NY","12208",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GRACIE SQUARE HOSP","420 EAST 76 ST, NEW YORK, NY","10021",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"FOUR WINDS OF SARATOGA","30 CRESCENT AVE, SARATOGA SPRINGS, NY","12866",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BUFFALO PSYCHIATRIC CENTER","400 FOREST AVE, BUFFALO, NY","14213",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BRONX PSYCHIATRIC CENTER","1500 WATERS PLACE, BRONX, NY","10461",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MANHATTAN PSYCHIATRIC CENTER","WARD'S ISLAND, NEW YORK, NY","10035",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"KIRBY FORENSIC PSYCHIATRIC CENTER","WARD ISLAND, NEW YORK, NY","10035",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MID HUDSON FORENSIC PSYCHIATRIC CTR","BOX 158 ROUTE 17M, NEW HAMPTON, NY","10958",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"KINGSBORO PSYCHIATRIC HOSPITAL","681 CLARKSON AVENUE, BROOKLYN, NY","11203",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SAGAMORE CHILDREN'S PSYCHIATRIC CENTER","197 HALF  HOLLOW ROAD, DIX HILLS, NY","11746",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WESTERN NY CHILDRENS PSYCHIATRIC CENTER","1010 EAST & WEST ROAD, WEST SENECA, NY","14224",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ROCKLAND CHILDREN'S PSYCHIATRIC CENTER","2 FIRST AVE, ORANGEBURG, NY","10962",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CAROLINAS MEDICAL CENTER-NORTHEAST","920 CHURCH ST N, CONCORD, NC","28025",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE, ASHEVILLE, NC","28801",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NORTHERN REGIONAL HOSPITAL","830 ROCKFORD ST, MOUNT AIRY, NC","27030",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HIGH POINT REGIONAL HEALTH SYSTEM","601 N ELM ST, HIGH POINT, NC","27261",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR, LAURINBURG, NC","28352",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR, GOLDSBORO, NC","27534",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE, RUTHERFORDTON, NC","28139",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY, WINSTON-SALEM, NC","27103",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE, SALISBURY, NC","28144",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD, SYLVA, NC","28779",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST, HENDERSONVILLE, NC","28791",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST, SANFORD, NC","27330",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ATRIUM HEALTH CLEVELAND","201 E GROVER ST, SHELBY, NC","28150",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PARK RIDGE HEALTH","100 HOSPITAL DRIVE, HENDERSONVILLE, NC","28792",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST, CLINTON, NC","28328",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UNC LENOIR HEALTH CARE","100 AIRPORT RD, KINSTON, NC","28501",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000, FAYETTEVILLE, NC","28302",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
