SiteNumber	Type	LocationID	EffectiveDate	Region	DistrictOffice	State	StateName	County	CountyState	City	FacilityName	Ownership	Use	Owner	OwnerAddress	OwnerCSZ	OwnerPhone	Manager	ManagerAddress	ManagerCSZ	ManagerPhone	ARPLatitude	ARPLatitudeS	ARPLongitude	ARPLongitudeS	ARPMethod	ARPElevation	ARPElevationMethod	MagneticVariation	MagneticVariationYear	TrafficPatternAltitude	ChartName	DistanceFromCBD	DirectionFromCBD	LandAreaCoveredByAirport	BoundaryARTCCID	BoundaryARTCCComputerID	BoundaryARTCCName	ResponsibleARTCCID	ResponsibleARTCCComputerID	ResponsibleARTCCName	TieInFSS	TieInFSSID	TieInFSSName	AirportToFSSPhoneNumber	TieInFSSTollFreeNumber	AlternateFSSID	AlternateFSSName	AlternateFSSTollFreeNumber	NOTAMFacilityID	NOTAMService	ActivationDate	AirportStatusCode	CertificationTypeDate	FederalAgreements	AirspaceDetermination	CustomsAirportOfEntry	CustomsLandingRights	MilitaryJointUse	MilitaryLandingRights	InspectionMethod	InspectionGroup	LastInspectionDate	LastOwnerInformationDate	FuelTypes	AirframeRepair	PowerPlantRepair	BottledOxygenType	BulkOxygenType	LightingSchedule	BeaconSchedule	ATCT	UNICOMFrequencies	CTAFFrequency	SegmentedCircle	BeaconColor	NonCommercialLandingFee	MedicalUse	SingleEngineGA	MultiEngineGA	JetEngineGA	HelicoptersGA	GlidersOperational	MilitaryOperational	Ultralights	OperationsCommercial	OperationsCommuter	OperationsAirTaxi	OperationsGALocal	OperationsGAItin	OperationsMilitary	OperationsDate	AirportPositionSource	AirportPositionSourceDate	AirportElevationSource	AirportElevationSourceDate	ContractFuelAvailable	TransientStorage	OtherServices	WindIndicator	IcaoIdentifier	MinimumOperationalNetwork
16941.1*A	AIRPORT	'MWK	8/12/21	ASO	MEM	NC	NORTH CAROLINA	SURRY	NC	MOUNT AIRY	MOUNT AIRY/SURRY COUNTY	PU	PU	CITY OF MOUNT AIRY & SURRY COUNTY	146 HOWARD WOLTZ JR. WAY	"MOUNT AIRY, NC 27030-9020"	    336-401-8201	GEORGE CRATER	146 HOWARD WOLTZ JR. WAY	"MOUNT AIRY, NC 27030-9020"	    336-789-5153	36-27-40.9020N	131260.9020N	080-33-11.5570W	289991.5570W	E	1268	S	07W	1995		CINCINNATI	3	SE	147	ZTL	ZCT	ATLANTA	ZTL	ZCT	ATLANTA	N	RDU	RALEIGH		1-800-WX-BRIEF				MWK	Y	1/1/68	O		NY1	NO OBJECTION	N	N	N	Y	S	S	5082021		100LLA1+	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	123	123	Y	CG	N		29	0	4	1	0	0	0			1000	9000	7000	200	5/8/21	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"INSTR,RNTL"	Y-L	KMWK	N
16951.1*A	AIRPORT	'W40	8/12/21	ASO	MEM	NC	NORTH CAROLINA	WAYNE	NC	MOUNT OLIVE	MOUNT OLIVE MUNI	PU	PU	TOWN OF MT OLIVE AND WAYNE COUNTY	114 EAST JAMES STREET	"MT OLIVE, NC 28365"	    919-635-9539	MICHAEL BASS	227 MT OLIVE AIRPORT ROAD	"MT OLIVE, NC 28365"	    919-635-1471	35-13-17.2350N	126797.2350N	078-02-19.0200W	280939.0200W	E	166	S	09W	2015		CHARLOTTE	3	NE	108	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y		O		NGY	CONDITIONAL	N	N	N	Y	S	S	6222018		100LLA1+	MAJOR	MAJOR	HIGH/LOW	NONE	SEE RMK	SS-SR	N	122.8	122.8	Y	CG	N		11	3	0	1	0	0	0				10000	4500	50	6/22/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AGRI,INSTR"	Y-L		N
16971.*A	AIRPORT	'EWN	8/12/21	ASO	MEM	NC	NORTH CAROLINA	CRAVEN	NC	NEW BERN	COASTAL CAROLINA RGNL	PU	PU	CRAVEN COUNTY	PO BOX 3258	"NEW BERN, NC 28560"	    252-638-8591	ANDREW SHORTER	200 TERMINAL DRIVE	"NEW BERN, NC 28562-6455"	    252-638-8591	35-04-22.2760N	126262.2760N	077-02-34.8710W	277354.8710W	E	17	S	08W	1985		CHARLOTTE	3	SE	785	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				EWN	Y	7/1/41	O	I A S 05/1973	NGY3	NOT ANALYZED	N	N	N	Y	F	F	6152020		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	Y		124.25	N	CG	N		73	5	3	2		0		5795		2889	20492	16767	1370	12/31/19	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AFRT,CARGO,CHTR,INSTR,RNTL"	Y-L	KEWN	N
16985.*A	AIRPORT	'UKF	8/12/21	ASO	MEM	NC	NORTH CAROLINA	WILKES	NC	NORTH WILKESBORO	WILKES COUNTY	PU	PU	WILKES COUNTY	110 NORTH STREET	"WILKESBORO, NC 28697"	    336-651-7345	ROBERT GOSS	640 WOOD WALLACE	"NORTH WILKESBORO, NC 28659"	    336-696-2000	36-13-24.9676N	130404.9676N	081-05-54.9827W	291954.9827W	E	1303	S	08W	2020		CINCINNATI	4	NE	259	ZTL	ZCT	ATLANTA	ZTL	ZCT	ATLANTA	N	RDU	RALEIGH		1-800-WX-BRIEF				UKF	Y	6/1/90	O		NGY	NO OBJECTION					S	S	4202018	6181990	100LLA1+	MAJOR	MAJOR	HIGH/LOW	NONE	SEE RMK	SS-SR	N	122.7	122.7	Y	CG			24	7	5	2	0	0	0			1500	5000	3500	100	4/20/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"CHTR,INSTR"	Y-L	KUKF	N
16990.*A	AIRPORT	'SUT	8/12/21	ASO	MEM	NC	NORTH CAROLINA	BRUNSWICK	NC	OAK ISLAND	CAPE FEAR RGNL JETPORT/HOWIE FRANKLIN FLD	PU	PU	BRUNSWICK CO ARPT COMMISSION	4019 LONG BEACH ROAD	"OAK ISLAND, NC 28461"	    910-457-6534	HOWARD FRANKLIN	4019 LONG BEACH ROAD	"OAK ISLAND, NC 28461"	    910-457-6483	33-55-50.9360N	122150.9360N	078-04-24.1090W	281064.1090W	E	26	S	08W	2000		CHARLOTTE	1	NE	185	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				SUT	Y		O		NGY	NO OBJECTION	N	N	N	Y	S	S	4182020		100LLA1+	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	123.05	123.05	Y	CG	N		65	7	2	1	1	0	0			0	30000	44000	3000	4/18/20	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AVNCS,INSTR,PAJA,RNTL,SALES"	Y-L	KSUT	N
16993.*A	AIRPORT	'N83	8/12/21	ASO	MEM	NC	NORTH CAROLINA	GUILFORD	NC	OAK RIDGE	DS BUTLER FARM AND AIRFIELD	PR	PU	D.S. BUTLER	8429 WEST HARRELL RD	"OAK RIDGE, NC 27310-9828"	  (336) 362-0055	D.S. BUTLER	8429 WEST HARRELL RD	"OAK RIDGE, NC 27310-9828"	    336-362-0055	36-11-42.4900N	130302.4900N	080-00-19.1410W	288019.1410W	E	950	S	06W	1985		CINCINNATI	2	NW	13	ZTL	ZCT	ATLANTA	ZTL	ZCT	ATLANTA	N	RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y	8/1/75	O			CONDITIONAL					S	S	5032021			MINOR	MINOR	NONE	NONE			N		122.9	N		N		1	1					4				1100	1000		5/3/21						TIE		N		N
16994.*A	AIRPORT	'60J	8/12/21	ASO	MEM	NC	NORTH CAROLINA	BRUNSWICK	NC	OCEAN ISLE BEACH	ODELL WILLIAMSON MUNI	PU	PU	TOWN OF OCEAN ISLE BEACH	3 WEST 3RD STREET	"OCEAN ISLE BEACH, NC 28469"	    910-579-2166	DAISY IVEY	6070 BEACH DRIVE SW	"OCEAN ISLE BEACH, NC 28469"	    910-579-6152	33-54-33.5520N	122073.5520N	078-26-04.8680W	282364.8680W	E	32	S	07W	1985		CHARLOTTE	1	N	30	ZJX	ZCJ	JACKSONVILLE	ZJX	ZCJ	JACKSONVILLE	N	RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y	4/1/71	O		N	CONDITIONAL					S	S	11152017		100LL	NONE	NONE	NONE	NONE	SEE RMK		N		122.9	N		N		19	2	0	1	0	0	0				10000	10000	500	11/15/17	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"INSTR,RNTL"	Y-L		N
16995.*A	AIRPORT	'W95	8/12/21	ASO	MEM	NC	NORTH CAROLINA	HYDE	NC	OCRACOKE	OCRACOKE ISLAND	PU	PU	NATIONAL PARK SERVICE	1401 NATIONAL PARK DR.	"MANTEO, NC 27954"	  (252) 473-2111	NC DOT DIV. OF AVIATION	1560 MAIL SERVICE CENTER	"RALEIGH, NC 27699"	    919-814-0550	35-06-04.2000N	126364.2000N	075-57-57.5000W	273477.5000W	E	4	S	09W	1985		CHARLOTTE	1	E	50	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y	5/1/69	O		N	NO OBJECTION	N	N	N		S	S	8272019			NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N		122.9	N	CGY	N		0	0	0	0	0	0	0			0	3000	3000	100	8/27/19	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE		Y		N
17002.1*A	AIRPORT	'HNZ	8/12/21	ASO	MEM	NC	NORTH CAROLINA	GRANVILLE	NC	OXFORD	HENDERSON-OXFORD	PU	PU	OXFORD-HENDERSON ARPT AUTH	6514 AIRPORT ROAD	"OXFORD, NC 27565-6459"	    919-693-5769	AMANDA WELSH	6514 AIRPORT ROAD	"OXFORD, NC 27565-6459"	    919-693-5769	36-21-40.1000N	130900.1000N	078-31-47.4000W	282707.4000W	E	526	S	09W	2015		WASHINGTON	4	NE	220	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				HNZ	Y	9/1/71	O		NGY	NO OBJECTION	N	N	N	Y	S	S	4252020		100LLA1+	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	122.8	122.8	Y	CG	N		38	3	0	1	0	0	0				10800	13200	1200	4/25/20	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"INSTR,RNTL"	Y-L	KHNZ	N
17016.3*A	AIRPORT	'N26	8/12/21	ASO	MEM	NC	NORTH CAROLINA	RICHMOND	NC	PINEHURST	DERBY AERODROME	PR	PU	"DERBY AERODROME, LLC."	527 PAPPY RABB ROAD	"ELLERBE, NC 28338"	    815-238-5026	LARRY GEBLER	527 PAPPY RABB ROAD	"ELLERBE, NC 28338"	    815-238-5026	35-08-02.0000N	126482.0000N	079-37-48.0000W	286668.0000W	E	516	E				CHARLOTTE	9	WSW	26	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON		RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y	2/1/15	O			NO OBJECTION						S	3182020									N		122.9	N				6										700	500	0	3/18/20	OWNER	00:00.0	OWNER	00:00.0		TIE		Y		N
17016.*A	AIRPORT	'SOP	8/12/21	ASO	MEM	NC	NORTH CAROLINA	MOORE	NC	PINEHURST/SOUTHERN PINES	MOORE COUNTY	PU	PU	COUNTY OF MOORE	P O BOX 905	"CARTHAGE, NC 28327"	    910-692-3212	SCOTTY MALTA	P.O. DRAWER 5809	"PINEHURST, NC 28374"	    910-722-6049	35-14-14.7210N	126854.7210N	079-23-20.5210W	285800.5210W	E	459	S	08W	2000		CHARLOTTE	3	N	500	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				SOP	Y	9/1/37	O		NGRY	NO OBJECTION	N	N	N	Y	F	S	7032020		100LLA+	MAJOR	MAJOR	HIGH	NONE	SEE RMK	SS-SR	N	123.05	123.05	N	CG	N		63	7	3	0	0	0	0	0		2384	10976	3958	136	7/3/20	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"CHTR,INSTR,RNTL"	Y-L	KSOP	N
17018.3*A	AIRPORT	'7NC	8/12/21	ASO	MEM	NC	NORTH CAROLINA	WASHINGTON	NC	PLYMOUTH	DONALD'S AIR PARK INC	PR	PU	DONALD L. STOTESBERRY	5230 NC HWY 99 SOUTH	"PANTEGO, NC 27860-8916"	    252-935-5000	DONALD L. STOTESBERRY	5212 NC HWY 99 SOUTH	"PANTEGO, NC 27860-8916"	    252-809-9010	35-43-54.0814N	128634.0814N	076-40-16.5327W	276016.5327W	E	18	E	09W	1985		CHARLOTTE	8	SE	16	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y	8/1/81	O			CONDITIONAL					S	S	6202020	4052005		MAJOR	MINOR			SEE RMK		N		122.9	N		N		8										20000	200	150	6/20/20	FAA	00:00.0	STATE	00:00.0		TIE	"AGRI,INSTR,SALES,SURV"	Y		N
17019.1*A	AIRPORT	'PMZ	8/12/21	ASO	MEM	NC	NORTH CAROLINA	WASHINGTON	NC	PLYMOUTH	PLYMOUTH MUNI	PU	PU	WASHINGTON COUNTY	"PO BOX 1007, 116 ADAMS STREET"	"PLYMOUTH, NC 27962"	    252-793-5823	KNAPP BRABBLE	1069 AIRPORT RD.	"PLYMOUTH, NC 27962"	    252-793-9801	35-48-38.8090N	128918.8090N	076-45-30.1320W	276330.1320W	E	36	S	10W	2000		CHARLOTTE	2	S	390	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y	3/1/78	O		NGY	NO OBJECTION			N	Y	S	S	8022018		100LLA1+	NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N	122.8	122.8	Y	CG	N		16	2	0	0	0	0	0			0	8000	3000	2000	8/2/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"AGRI,INSTR,RNTL"	Y-L	KPMZ	N
17030.1*A	AIRPORT	'5W4	8/12/21	ASO	MEM	NC	NORTH CAROLINA	HOKE	NC	RAEFORD	P K AIRPARK	PR	PU	BILLIE THACKER	PO DRAWER 1510	"RAEFORD, NC 28376"	    910-875-3261	JOEY D'ANNUNZIO	155 AIRPORT DRIVE	"RAEFORD, NC 28376"	  (910) 904-0000	35-01-11.4950N	126071.4950N	079-11-27.6140W	285087.6140W	E	304	S	09W	2020		CHARLOTTE	3	NE	51	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y	5/1/64	O			NO OBJECTION	N	N	N	Y	S	S	6112019		100LLA+	NONE	NONE	NONE	NONE		SS-SR	N	123	123	Y	CG	N		2	6					0			0	18000	500	5000	6/11/19	ADAM					TIE	"PAJA,SURV"	Y-L		N
17034.4*A	AIRPORT	'5W5	8/12/21	ASO	MEM	NC	NORTH CAROLINA	WAKE	NC	RALEIGH	TRIPLE W	PR	PU	TRIPLE W ENTERPRISES INC	7124 BLUE JUPITER COURT	"FUQUAY VARINA, NC 27526"	  (919) 971-3718	PAUL WILLIAMS	7124 BLUE JUPITER COURT	"FUQUAY  VARINA, NC 27526"	  (919) 971-3718	35-37-13.4000N	128233.4000N	078-42-01.0000W	283321.0000W	E	244	S	07W	1985		CHARLOTTE	11	SW	50	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y	6/1/75	O			CONDITIONAL					S	S	8122019			NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N	122.7	122.7	N	CG	N		18	0								0	10000	4500	500	8/12/19	FAA-EST	00:00.0				TIE		N		N
17035.*A	AIRPORT	'RDU	8/12/21	ASO	MEM	NC	NORTH CAROLINA	WAKE	NC	RALEIGH/DURHAM	RALEIGH-DURHAM INTL	PU	PU	RALEIGH-DURHAM ARPT AUTH	P.O. BOX 80001	"RDU AIRPORT, NC 27623"	    919-840-7700	MICHAEL LANDGUTH	"RALEIGH-DURHAM ARPT AUTH, P.O. BOX 80001"	"RDU AIRPORT, NC 27623"	  (919) 840-7701	35-52-39.5000N	129159.5000N	078-47-14.9000W	283634.9000W	E	435	S	09W	2020		CHARLOTTE	9	NW	5000	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y	4/1/43	O	I D S 05/1973	NGRY3	NO OBJECTION	N	Y	N	Y	F	F	6172021		100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SS-SR	SS-SR	Y	122.95		N	CG	N		99	17	30	6		23		106157		24886		45544	1858	12/31/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV"	Y-L	KRDU	N
17052.1*A	AIRPORT	'SIF	8/12/21	ASO	MEM	NC	NORTH CAROLINA	ROCKINGHAM	NC	REIDSVILLE	ROCKINGHAM COUNTY NC SHILOH	PU	PU	ROCKINGHAM COUNTY	2691 SETTLE BRIDGE ROAD	"STONEVILLE, NC 27048"	    336-573-3115	MIKE BROOKS	2691 SETTLE BRIDGE ROAD	"STONEVILLE, NC 27048"	    336-573-3115	36-26-13.9790N	131173.9790N	079-51-03.6350W	287463.6350W	E	693	S	07W	1990		CINCINNATI	8	NW	220	ZDC	ZCW	WASHINGTON	ZTL	ZCT	ATLANTA	N	RDU	RALEIGH		1-800-WX-BRIEF				SIF	Y	12/1/75	O		NGY	NO OBJECTION			N	Y	S	S	7162020		100LLA1+	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	122.8	122.8	Y	CG	N		43	4	1	1	0	0	0			0	15000	9000	100	7/16/20	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	INSTR	Y-L	KSIF	N
17054.*A	AIRPORT	'6A5	8/12/21	ASO	MEM	NC	NORTH CAROLINA	ROCKINGHAM	NC	REIDSVILLE	WARF	PR	PU	LYNDA MAE WARF	7782 US 158	"REIDSVILLE, NC 27320"	    336-349-2195	LYNDA MAE WARF	7782 US. 158	"REIDSVILLE, NC 27320"	  (336) 349-2195	36-19-26.4000N	130766.4000N	079-42-33.6000W	286953.6000W	E	820	E	06W	1985		CINCINNATI	3	SW	14	ZDC	ZCW	WASHINGTON	ZTL	ZCT	ATLANTA	N	RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y	5/1/46	O			NOT ANALYZED	N	N	N	N	S	S	7172019			NONE	NONE	NONE	NONE			N		122.9	N		N		9						1				1000	100		7/17/19	FAA-EST	00:00.0				"HGR,TIE"		Y		N
16766.*A	AIRPORT	'IXA	8/12/21	ASO	MEM	NC	NORTH CAROLINA	HALIFAX	NC	ROANOKE RAPIDS	HALIFAX-NORTHAMPTON RGNL	PU	PU	HALIFAX-NORTHAMPTON RGNL ARPT AUTH	10 NORTH KING ST.	"HALIFAX, NC 27839"	    252-583-1131	FRED DRAPER	700 GREGORY FARM RD.	"HALIFAX, NC 27839"	    252-583-3492	36-19-47.2500N	130787.2500N	077-38-06.8310W	279486.8310W	E	144	S	10W	2010		WASHINGTON	8	S	797	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON		RDU	RALEIGH		1-800-WX-BRIEF				IXA	Y	2/1/09	O		NGY						S	S	5312021	1222009	100LLA1+					SEE RMK	SS-SR	N	123.075	123.075	Y	CG			26	2	0	0	0	0	0				11200	9400	300	5/31/21	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE		Y-L	KIXA	N
17063.*A	AIRPORT	'RCZ	8/12/21	ASO	MEM	NC	NORTH CAROLINA	RICHMOND	NC	ROCKINGHAM	RICHMOND COUNTY	PU	PU	RICHMOND COUNTY	656 AIRPORT ROAD	"ROCKINGHAM, NC 28379"	    910-997-8211	JASON GAINEY	656 AIRPORT ROAD	"ROCKINGHAM, NC 28379"	    910-997-5071	34-53-28.6920N	125608.6920N	079-45-34.5520W	287134.5520W	E	357	S	08W	2010		CHARLOTTE	3	S	340	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				RCZ	Y	4/1/43	O		NGY3	NOT ANALYZED	N	N	N	Y	S	S	6062020		100LLA1+	NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N	122.8	122.8	Y	CG	N		15	3	0	0	0	0	0			0	5000	5000	60	6/6/20	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"		Y-L	KRCZ	N
17066.*A	AIRPORT	'RWI	8/12/21	ASO	MEM	NC	NORTH CAROLINA	NASH	NC	ROCKY MOUNT	ROCKY MOUNT-WILSON RGNL	PU	PU	ROCKY MOUNT-WILSON ARPT AUTH	7265 AIR TERMINAL DR	"ELM CITY, NC 27822"	    252-446-7057	DION VIVENTI	7265 AIR TERMINAL DR	"ELM CITY, NC 27822"	    252-446-7057	35-51-22.5100N	129082.5100N	077-53-30.9600W	280410.9600W	E	157	S	09W	2005		CHARLOTTE	7	SW	364	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				RWI	Y		O	IV A U 05/1973	NGY	NO OBJECTION	N	N	N	Y	F	F	6152021		100LLA	MAJOR	MAJOR	NONE	HIGH	SEE RMK	SS-SR	N	123.05	123.05	Y	CG	N		30	8	4	2	1	0	0	90		1276	8521	19302	621	3/31/17	FAA	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV"	Y-L	KRWI	N
17067.5*A	AIRPORT	'8NC	8/12/21	ASO	MEM	NC	NORTH CAROLINA	ROBESON	NC	ROWLAND	ADAMS	PR	PU	ADAMS FARMS INC	645 ADAMS ROAD	"ROWLAND, NC 28383"	    910-422-3435	JIM ADAMS	645 ADAMS ROAD	"ROWLAND, NC 28383"	    910-374-9191	34-34-34.0200N	124474.0200N	079-14-55.7400W	285295.7400W	E	143	E	06W	1985		CHARLOTTE	3	NE	5	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON	N	RDU	RALEIGH		1-800-WX-BRIEF				RDU	Y	3/1/91	O			CONDITIONAL					2	S	7242018	12202012								N		122.9	N				2						1				200	200		7/24/18	OWNER					TIE	AGRI	Y		N
17069.1*A	AIRPORT	'TDF	8/12/21	ASO	MEM	NC	NORTH CAROLINA	PERSON	NC	ROXBORO	RALEIGH RGNL AT PERSON COUNTY	PU	PU	PERSON COUNTY	"COUNTY BLDG, 304 S MORGAN ST"	"ROXBORO, NC 27573-5245"	    336-597-1735	BILL TOUGAS	385 MONTGOMERY DRIVE	"TIMBERLAKE, NC 27583-5245"	    336-364-1111	36-17-04.6000N	130624.6000N	078-59-04.7000W	284344.7000W	E	608	S	08W	2000		WASHINGTON	6	S	218	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON		RDU	RALEIGH		1-800-WX-BRIEF				TDF	Y	10/1/87	O		NGY	NO OBJECTION					S	S	5242019		100LLA1+					SEE RMK	SS-SR	N	122.7	122.7	Y	CG			31	7	0	0	0	0	0			550	15000	18000	1200	5/24/19	FAA-EST	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"CARGO,INSTR,RNTL"	Y-L	KTDF	N
17073.*A	AIRPORT	'FQD	8/12/21	ASO	MEM	NC	NORTH CAROLINA	RUTHERFORD	NC	RUTHERFORDTON	RUTHERFORD COUNTY/MARCHMAN FLD	PU	PU	RUTHERFORD COUNTY ARPT AUTH	110 MARCHMAN FIELD DRIVE	"RUTHERFORDTON, NC 28139"	    828-287-0800	DEVON RAISCH	"110 MARCHMAN FIELD DRIVE, SUITE 102"	"RUTHERFORDTON, NC 28139"	  (828) 287-0800	35-25-41.6000N	127541.6000N	081-56-06.2800W	294966.2800W	E	1077	S	05W	1995		CHARLOTTE	3	N	182	ZTL	ZCT	ATLANTA	ZTL	ZCT	ATLANTA	N	RDU	RALEIGH		1-800-WX-BRIEF				FQD	Y	11/1/75	O		NGY	NO OBJECTION	N	N	N	Y	S	S	5162020		100LLA1+	MAJOR	MAJOR			SEE RMK	SS-SR	N	122.8	122.8	N	CG	N		33	7	2	0	0	0	0			0	3650	8000	500	5/16/20	FAA	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"INSTR,RNTL,SALES"	Y-L	KFQD	N
17079.*A	AIRPORT	'RUQ	8/12/21	ASO	MEM	NC	NORTH CAROLINA	ROWAN	NC	SALISBURY	MID-CAROLINA RGNL	PU	PU	ROWAN COUNTY	130 W. INNES ST	"SALISBURY, NC 28144"	    704-216-8100	VALERIE STEELE	3670 AIRPORT LOOP	"SALISBURY, NC 28147-8921"	    704-216-7753	35-38-45.1800N	128325.1800N	080-31-13.0500W	289873.0500W	E	772	S	06W	1985		CHARLOTTE	3	SW	400	ZTL	ZCT	ATLANTA	ZTL	ZCT	ATLANTA	N	RDU	RALEIGH		1-800-WX-BRIEF				RUQ	Y	1/1/38	O		NGY	NO OBJECTION	N	N	N	Y	S	S	7182020		100LLA1+	MAJOR	MAJOR	LOW	NONE	SEE RMK	SS-SR	N	122.725	122.725	Y	CG	N		61	9	4	5	0	10	0			1000	20000	25000	5000	7/18/20	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AFRT,AVNCS,CHTR,INSTR,PAJA,RNTL"	Y-L	KRUQ	N
17082.12*A	AIRPORT	'TTA	8/12/21	ASO	MEM	NC	NORTH CAROLINA	LEE	NC	SANFORD	RALEIGH EXEC JETPORT AT SANFORD-LEE COUNTY	PU	PU	SANFORD-LEE COUNTY RGNL ARPT AUTH	700 ROD SULLIVAN RD	"SANFORD, NC 27330"	    919-776-2939	BOB HEUTS	700 ROD SULLIVAN RD.	"SANFORD, NC 27330"	    919-776-2939	35-34-56.7820N	128096.7820N	079-06-04.8160W	284764.8160W	E	246	S	08W	2000		CHARLOTTE	7	NE	700	ZDC	ZCW	WASHINGTON	ZDC	ZCW	WASHINGTON		RDU	RALEIGH		1-800-WX-BRIEF				TTA	Y	7/1/99	O		NGHY	NO OBJECTION					S	S	7052019		100LLA1+	MAJOR	MAJOR	HIGH		SEE RMK	SS-SR	N	123.075	123.075	Y	CG			155	8	5	3	1	0	0			2000	48000	12000	1000	7/5/19	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"AVNCS,CARGO,CHTR,INSTR,RNTL,SALES"	Y-L	KTTA	N
